id,annotations/0/id,annotations/0/completed_by/id,annotations/0/completed_by/email,annotations/0/completed_by/first_name,annotations/0/completed_by/last_name,annotations/0/was_cancelled,annotations/0/ground_truth,annotations/0/created_at,annotations/0/updated_at,annotations/0/lead_time,annotations/0/result_count,annotations/0/task,annotations/0/parent_prediction,annotations/0/parent_annotation,file_upload,data/text/0,created_at,updated_at,project,annotations/0/result/0/value/start,annotations/0/result/0/value/end,annotations/0/result/0/value/text/0,annotations/0/result/0/value/labels/0,annotations/0/result/0/meta/text/0,annotations/0/result/0/id,annotations/0/result/0/from_name,annotations/0/result/0/to_name,annotations/0/result/0/type,annotations/0/result/1/value/start,annotations/0/result/1/value/end,annotations/0/result/1/value/text/0,annotations/0/result/1/value/labels/0,annotations/0/result/1/meta/text/0,annotations/0/result/1/id,annotations/0/result/1/from_name,annotations/0/result/1/to_name,annotations/0/result/1/type,annotations/0/result/2/value/start,annotations/0/result/2/value/end,annotations/0/result/2/value/text/0,annotations/0/result/2/value/labels/0,annotations/0/result/2/id,annotations/0/result/2/from_name,annotations/0/result/2/to_name,annotations/0/result/2/type
44,46,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:48:12.953495Z,2021-11-17T19:20:38.899156Z,22358.569,0,44,,,2df98dff-17.csv,"Mais le divin Akhilleus ignorait la mort du Ménoitiade , car les hommes combattaient , loin des nefs , sous les murailles de Troiè . Et il pensait que Patroklos reviendrait vivant , après avoir poussé jusqu'aux portes de la ville , sachant qu'il ne devait point renverser Ilios sans lui , et même avec lui . Souvent , en effet , il l'avait entendu dire à sa mère qui lui révélait la pensée de Zeus ; mais sa mère ne lui avait pas annoncé un si grand malheur , et il ne savait pas que son plus cher compagnon périrait .",2021-11-03T21:16:23.767271Z,2021-11-17T19:20:38.865778Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
43,45,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:46:54.342899Z,2021-11-17T19:20:30.847918Z,22350.523,0,43,,,2df98dff-17.csv,"Et , pendant tout le jour , le carnage continua autour de Patroklos , du brave compagnon du rapide Aiakide , et tous avaient les genoux , les pieds , les mains et les yeux souillés de poussière et de sang . De même qu'un homme ordonne à ses serviteurs de tendre une grande peau de boeuf tout imprégnée de graisse liquide , et que ceux-ci la tendent en cercle , et que , sous leurs efforts , la graisse pénètre dans la peau ; de même , de tous les côtés , les combattants traînaient çà et là le cadavre dans un étroit espace , les Troiens vers Ilios et les Akhaiens vers les nefs creuses ; et un affreux tumulte s'élevait , qui eût réjoui Athènè et Arès qui irrite le combat . Ainsi Zeus heurta , tout le jour , la mêlée des hommes et des chevaux sur le cadavre de Patroklos .",2021-11-03T21:16:23.767203Z,2021-11-17T19:20:30.815209Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
42,44,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:46:19.051097Z,2021-11-17T19:20:23.509678Z,22343.179,0,42,,,2df98dff-17.csv,"Ailleurs , d'autres Troiens et d'autres Akhaiens aux belles knèmides combattaient à l'aise sous un air serein ; et là se répandait l'étincelante splendeur de Hélios , et il n'y avait de nuées ni sur la terre , ni sur les montagnes . Et ils combattaient mollement , évitant les traits de part et d'autre , et séparés par un large espace . Mais , au centre , sous le noir brouillard , les plus braves , se frappant de l'airain cruel , subissaient tous les maux de la guerre . Et là , deux excellents guerriers , Thrasymèdès et Antilokhos , ne savaient pas que l'irréprochable Patroklos fût mort . Ils pensaient qu'il était vivant et qu'il combattait les Troiens au fort de la mêlée , tandis qu'euxhYpppHeNmêmes luttaient pour le salut de leurs compagnons , loin du Ménoitiade , comme Nestôr le leur avait ordonné , quand il les envoya des nefs noires au combat .",2021-11-03T21:16:23.767134Z,2021-11-17T19:20:23.476018Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
41,43,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:45:28.066789Z,2021-11-17T19:20:17.736171Z,22337.406,0,41,,,2df98dff-17.csv,"Il parla ainsi , et il s'élança parmi les premiers combattants , et les Troiens firent face aux Akhaiens . Et Ainéias blessa d'un coup de lance Leiokritos , fils d'Arisbas , et brave compagnon de Lykomèdès . Et le brave Lykomèdès fut saisi de compassion en le voyant tomber . Il s'approcha , et , lançant sa pique brillante , il perça dans le foie le Hippaside Apisaôn , prince des peuples , et il rompit ses forces . Le Hippaside était venu de la fertile Paioniè , et il était le premier des Paiones , après Astéropaios . Et le brave Astéropaios fut saisi de compassion en le voyant tomber , et il se rua en avant pour combattre les Danaens , mais vainement , car les Akhaiens se tenaient tous , hérissés de lances , autour de Patroklos . Et Aias les exhortait ardemment , et il leur ordonnait de ne point s'écarter du cadavre en s'élançant hors des rangs , mais de rester autour de Patroklos et de tenir ferme . Le grand Aias commandait ainsi ; et la terre était baignée d'un sang pourpré , et tous tombaient les uns sur les autres , Troiens , alliés et Danaens ; mais ceux-ci périssaient en plus petit nombre , car ils n'oubliaient point de s'entr ' aider dans la mêlée . Et tous luttaient , pareils à un incendie ; et nul n'aurait pu dire si Hélios brillait , ou Sélènè , tant les braves qui s'agitaient autour du Ménoitiade étaient enveloppés d'un noir brouillard .",2021-11-03T21:16:23.767063Z,2021-11-17T19:20:17.703576Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
37,39,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:33:23.338434Z,2021-11-17T19:19:49.676609Z,22309.324,0,37,,,2df98dff-17.csv,"Alors , les Troiens eussent été mis en fuite par les braves Akhaiens et fussent rentrés dans Ilios , domptés par leur propre lâcheté , et les Akhaiens eussent remporté la victoire , malgré Zeus , par leur vigueur et leur courage , si Apollôn lui-même n'eût excité Ainéias , sous la forme du héraut Périphas Épytide qui avait vieilli , auprès de son vieux père , dans l'étude et la science de la sagesse . Semblable à Périphas , le fils de Zeus parla ainsi :",2021-11-03T21:16:23.766755Z,2021-11-17T19:19:49.644784Z,1,431,443,fils de Zeus,Speaker,40,uj_O_vDXiz,speech,text,labels,,,,,,,,,,,,,,,,,
36,38,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:33:04.840275Z,2021-11-17T19:19:29.105215Z,22288.76,0,36,,,2df98dff-17.csv,"Hektôr lança contre Aias sa pique éclatante , mais celui-ci , l'ayant aperçue , évita la pique d'airain qui frappa le magnanime Skhédios , fils d'Iphitos , et le plus brave des Phôkèens , et qui habitait la grande Panopè , commandant à de nombreux peuples . La pique le perça au milieu de la gorge , et la pointe d'airain sortit au sommet de l'épaule . Il tomba avec bruit et ses armes retentirent sur lui . Et Aias perça au milieu du ventre le brave Phorkys , fils de Phainops , qui défendait le corps de Hippothoos . L'airain rompit le creux de la cuirasse et déchira les entrailles . Il tomba , saisissant la terre avec ses mains , et les premiers rangs , ainsi que Hektôr , reculèrent . Et les Argiens , avec de grands cris , entraînèrent , morts , Phorkys et Hippothoos , et enlevèrent leurs armes .",2021-11-03T21:16:23.766658Z,2021-11-17T19:19:29.072178Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
34,36,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:31:39.932673Z,2021-11-17T19:19:18.962793Z,22278.615,0,34,,,2df98dff-17.csv,"Et , d'abord , les Troiens repoussèrent les Akhaiens aux sourcils arqués . Ceux-ci prirent la fuite , abandonnant le cadavre ; et les Troiens ne les poursuivirent point , malgré leur désir du meurtre ; mais ils entraînaient le cadavre . Et les Akhaiens ne l'abandonnèrent pas longtemps ; et , les ramenant aussitôt , Aias , le premier des Danaens par l'aspect héroïque et les actions , après l'irréprochable Pèléide , se rua aux premiers rangs , semblable par la fureur à un sanglier qui , rebroussant à travers les taillis , disperse les chiens et les jeunes hommes . Ainsi le grand Aias , fils de l'illustre Télamôn , dispersa aisément les phalanges Troiennes qui se pressaient autour de Patroklos , espérant l'entraîner dans Ilios et remporter cette gloire .",2021-11-03T21:16:23.766441Z,2021-11-17T19:19:18.921941Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
33,35,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:29:30.830135Z,2021-11-17T19:19:11.319357Z,22270.997,0,33,,,2df98dff-17.csv,"Et les Troiens avançaient , et Hektôr les menait . De même que le large courant d'un fleuve tombé de Zeus se précipite à la mer , et que la mer s'enfle hors de son lit , et que les rivages résonnent au loin ; de même retentissait la clameur des Troiens . Mais les Akhaiens se tenaient debout autour du Ménoitiade , n'ayant qu'une âme et couverts de leurs boucliers d'airain . Et Zeus répandait une nuée épaisse sur leurs casques éclatants ; car il n'avait point haï le Ménoitiade pendant que , vivant , il était le compagnon de l'Aiakide ; et il ne voulait pas qu'il fût livré en pâture aux chiens troiens ; et il anima ses compagnons à le défendre .",2021-11-03T21:16:23.766134Z,2021-11-17T19:19:11.289983Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
30,32,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:26:40.045296Z,2021-11-17T19:18:58.966990Z,22258.635,0,30,,,2df98dff-17.csv,"Il parla ainsi , et le brave Ménélaos s'empressa d'appeler à grands cris les Danaens :",2021-11-03T21:16:23.765928Z,2021-11-17T19:18:58.934340Z,1,29,37,Ménélaos,Speaker,33,heYNeuvted,speech,text,labels,,,,,,,,,,,,,,,,,
28,30,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:24:33.107936Z,2021-11-17T19:18:33.452095Z,22233.126,0,28,,,2df98dff-17.csv,"Il parla ainsi , et tous , les lances tendues , se ruèrent sur les Danaens , espérant arracher au Télamônien Aias le cadavre de Patroklos . Les insensés ! Il devait plutôt arracher , sur ce cadavre , l'âme de beaucoup d'entre eux . Et il dit au brave Ménélaos :",2021-11-03T21:16:23.765809Z,2021-11-17T19:18:33.420714Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26,28,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:22:51.835472Z,2021-11-17T19:18:25.880142Z,22225.534,0,26,,,2df98dff-17.csv,"Zeus parla ainsi , et il scella sa promesse en abaissant ses sourcils bleus . Et il adapta les armes au corps du Priamide qui , hardi et furieux comme Arès , sentit couler dans tous ses membres la force et le courage . Et , poussant de hautes clameurs , il apparut aux illustres alliés et aux Troiens , semblable à Akhilleus , car il resplendissait sous les armes du magnanime Pèléide . Et , allant de l'un à l'autre , il les exhortait tous : Mesthlès , Glaukos , Médôn , Thersilokhos , Astéropaios , Deisinôr , Hippothoos et Phorkis , et Khromios et le divinateur Ennomos . Et , les excitant par des paroles rapides , il leur parla ainsi :",2021-11-03T21:16:23.765678Z,2021-11-17T19:18:25.834677Z,1,0,4,Zeus,Speaker,29,TyG4OLp492,speech,text,labels,0,4,Zeus,Speaker,31,vBw4etKwg_,speech,text,labels,,,,,,,,
19,21,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:16:49.482990Z,2021-11-17T19:17:35.126794Z,22174.79,0,19,,,2df98dff-17.csv,"Et , le regardant d'un oeil sombre , Hektôr au casque mouvant lui répondit :",2021-11-03T21:16:23.765232Z,2021-11-17T19:17:35.091099Z,1,37,43,Hektôr,Speaker,21,ePRDAGAMuq,speech,text,labels,37,43,Hektôr,Speaker,24,5W17JfkmIq,speech,text,labels,,,,,,,,
16,18,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:13:30.626747Z,2021-11-17T19:16:47.771088Z,22127.445,0,16,,,2df98dff-17.csv,"Et Aias marchait autour du Ménoitiade , le couvrant de son bouclier , comme une lionne autour de ses petits . Elle les menait à travers la forêt , quand les chasseurs surviennent . Aussitôt , pleine de fureur , elle fronce les sourcils et en couvre ses yeux . Ainsi Aias marchait autour du héros Patroklos , et le brave Atréide Ménélaos se tenait près de lui , avec un grand deuil dans la poitrine .",2021-11-03T21:16:23.764866Z,2021-11-17T19:16:47.739413Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
15,17,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:12:28.348901Z,2021-11-17T19:16:34.501853Z,22114.168,0,15,,,2df98dff-17.csv,"Et le Priamide , après avoir dépouillé Patroklos de ses armes illustres , l'entraînait pour lui couper la tête avec l'airain et livrer son cadavre aux chiens troiens ; mais Aias arriva , portant un bouclier semblable à une tour . Et Hektôr rentra dans la foule de ses compagnons ; et , montant sur son char , il donna les belles armes aux Troiens , pour être portées à Ilios et pour répandre le bruit de sa gloire .",2021-11-03T21:16:23.764811Z,2021-11-17T19:16:34.466144Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:09:57.057172Z,2021-11-17T19:16:19.362113Z,22099.022,0,12,,,2df98dff-17.csv,"Et tandis qu'il délibérait dans son esprit et dans son coeur , les phalanges Troiennes arrivaient conduites par Hektôr . Ménélaos recula et abandonna le cadavre , mais en se retournant , comme un lion à longue barbe que les chiens et les bergers chassent de l'étable avec des lances et des cris , et dont le coeur farouche est troublé , et qui ne s'éloigne qu'à regret de l'enclos . Ainsi le blond Ménélaos s'éloigna de Patroklos . Et il se retourna dès qu'il eut rejoint ses compagnons , et , cherchant partout des yeux le grand Aias Télamônien , il le vit à la gauche de la mêlée , exhortant ses compagnons et les excitant à combattre , car Phoibos Apollôn avait jeté une grande terreur en eux . Et Ménélaos courut à lui et lui dit aussitôt :",2021-11-03T21:16:23.764640Z,2021-11-17T19:16:19.322524Z,1,701,709,Ménélaos,Speaker,15,CWeVvZCDPq,speech,text,labels,,,,,,,,,,,,,,,,,
10,12,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:04:40.830496Z,2021-11-17T19:15:54.204866Z,22073.874,0,10,,,2df98dff-17.csv,"Le dieu parla ainsi et rentra dans la foule des hommes . Et une amère douleur saisit le coeur sombre de Hektôr . Il regarda autour de lui dans la mêlée , et il vit Ménélaos enlevant les belles armes d'Euphorbos , et le Panthoide gisant contre terre , et le sang qui coulait de la plaie ouverte . Avec de hautes clameurs , armé de l'airain éclatant , et semblable au feu inextinguible de Hèphaistos , il s'élança aux premiers rangs . Et le fils d'Atreus l'entendit et le vit , et il gémit , disant dans son coeur magnanime :",2021-11-03T21:16:23.764493Z,2021-11-17T19:15:54.170462Z,1,439,452,fils d'Atreus,Speaker,13,M3yAs94lWD,speech,text,labels,,,,,,,,,,,,,,,,,
8,10,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:01:50.821218Z,2021-11-17T19:15:42.012112Z,22061.682,0,8,,,2df98dff-17.csv,"Quand un lion montagnard , sûr de sa force , enlève la meilleure vache d'un grand troupeau qui paît , lui brise le cou avec ses fortes dents , boit son sang et mange ses entrailles , les chiens et les bergers poussent , de loin , de grandes clameurs et n'approchent point , parce que la blême terreur les a saisis . De même nul d'entre les Troiens n'osait attaquer l'illustre Ménélaos ; et il eût aisément enlevé les belles armes du Panthoide , si Phoibos Apollôn , par envie , n'eût excité contre lui Hektôr semblable au rapide Arès . Et , sous la forme de Mentès , chef des Kikones , il dit au Priamide ces paroles ailées :",2021-11-03T21:16:23.764233Z,2021-11-17T19:15:41.977004Z,1,376,384,Ménélaos,Speaker,11,JrpZ2ixQbF,speech,text,labels,,,,,,,,,,,,,,,,,
7,7,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:56:52.933670Z,2021-11-17T19:15:29.340769Z,22049.005,0,7,,,2df98dff-17.csv,"Il parla ainsi , et il frappa le bouclier d'une rondeur égale ; mais il ne put le traverser , et la pointe d'airain se recourba sur le solide bouclier . Et l'Atréide Ménélaos , suppliant le père Zeus , se rua avec l'airain ; et comme Euphorbos reculait , il le perça à la gorge , et la pointe , poussée par une main robuste , traversa le cou délicat . Et le Panthoide tomba avec bruit , et ses armes retentirent sur lui . Et ses cheveux , qui avaient les reflets de l'or et de l'argent , et qui étaient semblables aux cheveux des Kharites , furent souillés de sang . De même qu'un jeune olivier qu'un homme a planté dans un lieu solitaire , où l'eau jaillit abondante et nourrit sa verdeur , et que le souffle des vents mobiles balance , tandis qu'il se couvre de fleurs blanches , mais qu'un grand tourbillon enveloppe brusquement , arrache et renverse contre terre ; de même l'Atréide Ménélaos tua le brave Panthoide Euphorbos , et le dépouilla de ses armes .",2021-11-03T21:16:23.764165Z,2021-11-17T19:15:29.307065Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:46:29.615109Z,2021-11-17T19:14:20.181603Z,21979.777,0,2,,,2df98dff-17.csv,"— Atréide Ménélaos , illustre prince des peuples , recule , laisse ce cadavre , et livre-moi ces dépouilles sanglantes , car , le premier d'entre les Troiens et les alliés , j'ai blessé Patroklos de ma lance dans la rude mêlée . Laisse-moi donc remporter cette gloire parmi les Troiens , ou je te frapperai et j'arracherai ta chère âme .",2021-11-03T21:16:23.763851Z,2021-11-17T19:14:20.143216Z,1,2,337,"Atréide Ménélaos , illustre prince des peuples , recule , laisse ce cadavre , et livre-moi ces dépouilles sanglantes , car , le premier d'entre les Troiens et les alliés , j'ai blessé Patroklos de ma lance dans la rude mêlée . Laisse-moi donc remporter cette gloire parmi les Troiens , ou je te frapperai et j'arracherai ta chère âme .",Speech,,pSbsWWinxX,speech,text,labels,2,337,"Atréide Ménélaos , illustre prince des peuples , recule , laisse ce cadavre , et livre-moi ces dépouilles sanglantes , car , le premier d'entre les Troiens et les alliés , j'ai blessé Patroklos de ma lance dans la rude mêlée . Laisse-moi donc remporter cette gloire parmi les Troiens , ou je te frapperai et j'arracherai ta chère âme .",Ardeur,,J9st7cWhUa,emotion,text,labels,,,,,,,,
1,1,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:44:45.391763Z,2021-11-17T18:24:28.648488Z,18988.311,0,1,,,2df98dff-17.csv,"Et le brave Ménélaos , fils d'Atreus , ayant vu que Patroklos avait été tué par les Troiens , courut aux premiers rangs , armé de l'airain splendide . Et il allait autour du cadavre , comme une vache gémissante , qui n'avait point encore connu l'enfantement , court autour du veau son premier-né . Ainsi le blond Ménélaos allait autour de Patroklos , et , le gardant de sa lance et de son bouclier égal , il se préparait à tuer celui qui approcherait . Et le Panthoide , habile à lancer la pique , n'oublia point l'irréprochable Patroklos qui gisait là , et il s'arrêta devant le cadavre , et il dit au brave Ménélaos :",2021-11-03T21:16:23.763752Z,2021-11-17T18:24:28.610319Z,1,459,468,Panthoide,Speaker,2,HhDSeJvPuW,speech,text,labels,459,468,Panthoide,Colère,2,HhDSeJvPuW,emotion,text,labels,,,,,,,,
85,87,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:26:24.089616Z,2021-11-11T00:26:43.397499Z,32126.518,0,85,,,2df98dff-17.csv,Et le grand Aias Télamônien lui répondit :,2021-11-03T21:16:23.769876Z,2021-11-11T00:26:43.361737Z,1,12,27,Aias Télamônien,Speaker,88,YxktQIcZvJ,speech,text,labels,,,,,,,,,,,,,,,,,
81,83,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:22:31.120847Z,2021-11-11T00:23:12.928797Z,31916.043,0,81,,,2df98dff-17.csv,"— Viens , divin Antilokhos ! apprends une triste nouvelle . Plût aux dieux que ceci ne fût jamais arrivé ! Sans doute tu sais déjà qu'un dieu accable les Akhaiens et donne la victoire aux Troiens . Le meilleur des Akhaiens a été tué , Patroklos , qui laisse de grands regrets aux Danaens . Mais toi , cours aux nefs des Akhaiens , et annonce ce malheur au Pèléide . Qu'il vienne promptement sauver son cadavre nu , car Hektôr au casque mouvant possède ses armes .",2021-11-03T21:16:23.769657Z,2021-11-11T00:23:12.895775Z,1,2,461,"Viens , divin Antilokhos ! apprends une triste nouvelle . Plût aux dieux que ceci ne fût jamais arrivé ! Sans doute tu sais déjà qu'un dieu accable les Akhaiens et donne la victoire aux Troiens . Le meilleur des Akhaiens a été tué , Patroklos , qui laisse de grands regrets aux Danaens . Mais toi , cours aux nefs des Akhaiens , et annonce ce malheur au Pèléide . Qu'il vienne promptement sauver son cadavre nu , car Hektôr au casque mouvant possède ses armes",Speech,,m9P47ooL2z,speech,text,labels,2,461,"Viens , divin Antilokhos ! apprends une triste nouvelle . Plût aux dieux que ceci ne fût jamais arrivé ! Sans doute tu sais déjà qu'un dieu accable les Akhaiens et donne la victoire aux Troiens . Le meilleur des Akhaiens a été tué , Patroklos , qui laisse de grands regrets aux Danaens . Mais toi , cours aux nefs des Akhaiens , et annonce ce malheur au Pèléide . Qu'il vienne promptement sauver son cadavre nu , car Hektôr au casque mouvant possède ses armes",Tristesse,,m9P47ooL2z,emotion,text,labels,2,363,"Viens , divin Antilokhos ! apprends une triste nouvelle . Plût aux dieux que ceci ne fût jamais arrivé ! Sans doute tu sais déjà qu'un dieu accable les Akhaiens et donne la victoire aux Troiens . Le meilleur des Akhaiens a été tué , Patroklos , qui laisse de grands regrets aux Danaens . Mais toi , cours aux nefs des Akhaiens , et annonce ce malheur au Pèléide",Tristesse,eTJvABivnz,emotion,text,labels
76,78,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:16:40.323738Z,2021-11-11T00:16:56.180145Z,31539.229,0,76,,,2df98dff-17.csv,"Il parla ainsi , et le père Zeus eut compassion de ses larmes , et il dispersa aussitôt le brouillard et dissipa la nuée . Hélios brilla , et toute l'armée apparut . Et Aias dit au brave Ménélaos :",2021-11-03T21:16:23.769379Z,2021-11-11T00:16:56.099106Z,1,169,173,Aias,Speaker,79,XNc4BbO5Lf,speech,text,labels,,,,,,,,,,,,,,,,,
66,68,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:06:16.251364Z,2021-11-11T00:06:30.831155Z,30913.953,0,66,,,2df98dff-17.csv,Et le brave Ménélaos lui répondit :,2021-11-03T21:16:23.768810Z,2021-11-11T00:06:30.798498Z,1,12,20,Ménélaos,Speaker,69,IEqrPvI0zS,speech,text,labels,,,,,,,,,,,,,,,,,
62,64,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:01:47.644299Z,2021-11-11T00:02:41.940779Z,30685.045,0,62,,,2df98dff-17.csv,"— Du moins , j'ai un peu soulagé ma douleur de la mort du Ménoitiade , bien que je n'aie tué qu'un homme très inférieur à lui .",2021-11-03T21:16:23.768586Z,2021-11-11T00:02:41.903809Z,1,2,127,"Du moins , j'ai un peu soulagé ma douleur de la mort du Ménoitiade , bien que je n'aie tué qu'un homme très inférieur à lui .",Speech,,GCg_cw3DU0,speech,text,labels,2,127,"Du moins , j'ai un peu soulagé ma douleur de la mort du Ménoitiade , bien que je n'aie tué qu'un homme très inférieur à lui .",Joie,,Vr-L9eYpzi,emotion,text,labels,,,,,,,,
61,63,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:01:41.018469Z,2021-11-11T00:01:57.099535Z,30640.22,0,61,,,2df98dff-17.csv,"Il parla , et il lança sa longue pique , et il frappa le bouclier égal d'Arètos . Et le bouclier n'arrêta point l'airain qui le traversa et entra dans le ventre à travers le baudrier . De même , quand un jeune homme , armé d'une hache tranchante , frappe entre les deux cornes d'un boeuf sauvage , il coupe le nerf , et l'animal bondit et tombe . De même Arètos bondit , et tomba à la renverse , et la pique , à travers les entrailles , rompit ses forces . Et Hektôr lança sa pique éclatante contre Automédôn ; mais celui-ci , l'ayant vu , évita en se baissant la pique d'airain qui , par-dessus lui , plongea en terre et vibra jusqu'à ce que Arès eût épuisé sa vigueur . Et tous deux se jetaient l'un sur l'autre avec leurs épées , quand les rapides Aias , à la voix de leur compagnon , se ruèrent à travers la mêlée . Et Hektôr , Ainéias et Khromios pareil à un dieu reculèrent , laissant Arètos couché , le ventre ouvert . Et Automédôn , pareil au rapide Arès , le dépouillant de ses armes , dit en se glorifiant :",2021-11-03T21:16:23.768532Z,2021-11-11T00:01:57.066066Z,1,929,938,Automédôn,Speaker,64,wfUzLOmwTz,speech,text,labels,,,,,,,,,,,,,,,,,
55,57,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:57:25.404480Z,2021-11-10T23:57:42.086585Z,30385.208,0,55,,,2df98dff-17.csv,"Il parla ainsi , et Alkimédôn monta sur le char et prit le fouet et les rênes , et Automédôn descendit ; mais l'illustre Hektôr , l'ayant vu , dit aussitôt à Ainéias :",2021-11-03T21:16:23.768198Z,2021-11-10T23:57:42.054313Z,1,121,127,Hektôr,Speaker,58,gYe-iOAr9m,speech,text,labels,,,,,,,,,,,,,,,,,
53,55,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:55:31.493641Z,2021-11-10T23:55:53.299845Z,30276.419,0,53,,,2df98dff-17.csv,"Et le fils de Diorès , Automédôn , lui répondit :",2021-11-03T21:16:23.768089Z,2021-11-10T23:55:53.262500Z,1,3,32,"le fils de Diorès , Automédôn",Speaker,56,I6vINoBQfc,speech,text,labels,,,,,,,,,,,,,,,,,
50,52,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:51:05.197381Z,2021-11-10T23:52:08.711330Z,30051.827,0,50,,,2df98dff-17.csv,"— Ah ! malheureux ! pourquoi vous avons-nous donnés au roi Pèleus qui est mortel , vous qui ne connaîtrez point la vieillesse et qui êtes immortels ? Était-ce pour que vous subissiez aussi les douleurs humaines ? Car l'homme est le plus malheureux de tous les êtres qui respirent , ou qui rampent sur la terre . Mais le Priamide Hektôr ne vous conduira jamais , ni vous , ni vos chars splendides . N'esthYpppHeNce pas assez qu'il possède les armes et qu'il s'en glorifie ? Je remplirai vos genoux et votre âme de vigueur , afin que vous rameniez Automédôn de la mêlée , vers les nefs creuses ; car je donnerai la victoire aux Troiens , jusqu'à ce qu'ils touchent aux nefs bien construites , jusqu'à ce que Hélios tombe et que l'ombre sacrée arrive .",2021-11-03T21:16:23.767902Z,2021-11-10T23:52:08.676149Z,1,2,749,"Ah ! malheureux ! pourquoi vous avons-nous donnés au roi Pèleus qui est mortel , vous qui ne connaîtrez point la vieillesse et qui êtes immortels ? Était-ce pour que vous subissiez aussi les douleurs humaines ? Car l'homme est le plus malheureux de tous les êtres qui respirent , ou qui rampent sur la terre . Mais le Priamide Hektôr ne vous conduira jamais , ni vous , ni vos chars splendides . N'esthYpppHeNce pas assez qu'il possède les armes et qu'il s'en glorifie ? Je remplirai vos genoux et votre âme de vigueur , afin que vous rameniez Automédôn de la mêlée , vers les nefs creuses ; car je donnerai la victoire aux Troiens , jusqu'à ce qu'ils touchent aux nefs bien construites , jusqu'à ce que Hélios tombe et que l'ombre sacrée arrive .",Speech,,J30pv5qS1w,speech,text,labels,2,749,"Ah ! malheureux ! pourquoi vous avons-nous donnés au roi Pèleus qui est mortel , vous qui ne connaîtrez point la vieillesse et qui êtes immortels ? Était-ce pour que vous subissiez aussi les douleurs humaines ? Car l'homme est le plus malheureux de tous les êtres qui respirent , ou qui rampent sur la terre . Mais le Priamide Hektôr ne vous conduira jamais , ni vous , ni vos chars splendides . N'esthYpppHeNce pas assez qu'il possède les armes et qu'il s'en glorifie ? Je remplirai vos genoux et votre âme de vigueur , afin que vous rameniez Automédôn de la mêlée , vers les nefs creuses ; car je donnerai la victoire aux Troiens , jusqu'à ce qu'ils touchent aux nefs bien construites , jusqu'à ce que Hélios tombe et que l'ombre sacrée arrive .",Tristesse,,6No-23HVf4,emotion,text,labels,,,,,,,,
48,50,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:49:24.103518Z,2021-11-10T23:49:48.756495Z,29911.867,0,48,,,2df98dff-17.csv,"— Ô amis ! si la moire veut que nous tombions tous ici , soit ! mais que nul ne recule !",2021-11-03T21:16:23.767689Z,2021-11-10T23:49:48.725142Z,1,2,88,"Ô amis ! si la moire veut que nous tombions tous ici , soit ! mais que nul ne recule !",Speech,,I6ZzwuefwU,speech,text,labels,2,88,"Ô amis ! si la moire veut que nous tombions tous ici , soit ! mais que nul ne recule !",Ardeur,,FOYelfie9B,emotion,text,labels,,,,,,,,
